ID Transacao,Item,Quantidade,Preco Unitario,Gasto Total,Metodo Pagamento,Localidade,Data Transacao
TXN_8559167,Sanduiche,5,4.0,Nao Sabemos,Nao Sabemos,Entrega,2023-12-09
TXN_1130191,Smoothie,2,4.0,8.0,Dinheiro,Loja,2023-04-06
TXN_5215451,Sanduiche,5,4.0,20.0,Carteira Digital,,2023-11-02
TXN_1040764,Cafe,3,2.0,6.0,Dinheiro,Entrega,2023-07-27
TXN_5457133,Suco,5,3.0,15.0,ERRO,Loja,2023-03-03
TXN_8365478,,3,4.0,12.0,Dinheiro,Entrega,2023-02-06
TXN_2100697,Cafe,3,2.0,6.0,Carteira Digital,Entrega,2023-09-19
TXN_7676968,Smoothie,4,4.0,16.0,Nao Sabemos,Loja,2023-02-21
TXN_5726998,Bolo,3,3.0,9.0,Cartao de Credito,,2023-08-12
TXN_4134594,Sanduiche,3,4.0,12.0,Carteira Digital,Loja,2023-09-27
TXN_5079340,Cookie,4,1.0,4.0,Dinheiro,Loja,2023-08-18
TXN_8276635,,4,4.0,16.0,Carteira Digital,Entrega,2023-12-16
TXN_1380601,Cha,4,1.5,6.0,Carteira Digital,Loja,2023-03-11
TXN_3959152,Suco,1,3.0,3.0,,Loja,2023-05-21
TXN_7776739,Cha,2,1.5,3.0,,Entrega,2023-02-23
TXN_7569615,ERRO,2,3.0,6.0,Dinheiro,Entrega,2023-06-07
TXN_8703771,Bolo,5,3.0,15.0,,Loja,2023-05-12
TXN_2052395,Smoothie,3,4.0,12.0,Cartao de Credito,Loja,2023-07-06
TXN_9421441,,2,4.0,8.0,Dinheiro,,2023-06-20
TXN_9065402,Nao Sabemos,1,5.0,5.0,Dinheiro,Entrega,2023-12-22
TXN_3638955,Cookie,2,,2.0,Dinheiro,Entrega,2023-09-02
TXN_2635532,ERRO,4,4.0,16.0,Dinheiro,Entrega,2023-01-14
TXN_8256593,Salada,2,5.0,10.0,Carteira Digital,Entrega,2023-08-09
TXN_9271457,Bolo,3,3.0,9.0,Carteira Digital,Loja,2023-02-27
TXN_5392603,Cafe,1,2.0,2.0,Dinheiro,Loja,2023-05-14
TXN_6319728,Cafe,,2.0,4.0,Cartao de Credito,Loja,2023-07-18
TXN_9263299,Cookie,2,1.0,2.0,Cartao de Credito,Entrega,2023-10-08
TXN_2301505,Bolo,5,3.0,15.0,Carteira Digital,,2023-03-21
TXN_5895177,Bolo,5,3.0,15.0,,,2023-08-16
TXN_8751516,Cha,3,1.5,4.5,Dinheiro,Entrega,
TXN_8147357,Cha,5,1.5,7.5,,Entrega,2023-04-20
TXN_1436343,Cookie,1,1.0,1.0,Cartao de Credito,Loja,2023-11-26
TXN_2214698,Salada,4,5.0,20.0,Cartao de Credito,,2023-10-10
TXN_7480234,Salada,1,5.0,5.0,Dinheiro,Entrega,2023-05-10
TXN_3283097,ERRO,5,2.0,10.0,Dinheiro,Entrega,2023-02-28
TXN_2633602,Nao Sabemos,2,3.0,6.0,Carteira Digital,Loja,2023-02-02
TXN_3093219,Suco,5,3.0,Nao Sabemos,Dinheiro,,2023-01-28
TXN_3515730,,1,1.0,1.0,Cartao de Credito,,2023-08-14
TXN_3665733,Cafe,5,2.0,10.0,Dinheiro,Entrega,Nao Sabemos
TXN_4010658,Cha,5,1.5,7.5,,,2023-09-26
TXN_1454467,Suco,3,3.0,9.0,Dinheiro,Loja,2023-03-15
TXN_2598728,Bolo,2,3.0,6.0,Cartao de Credito,,2023-01-13
TXN_3390285,Cha,2,1.5,3.0,,Entrega,2023-02-06
TXN_8224079,Cookie,5,1.0,5.0,Dinheiro,Loja,2023-10-16
TXN_1916339,Bolo,1,3.0,3.0,Dinheiro,Loja,2023-07-15
TXN_8611035,Sanduiche,5,4.0,20.0,Carteira Digital,Loja,2023-05-28
TXN_3595735,Cha,4,1.5,6.0,Carteira Digital,Entrega,2023-03-26
TXN_4884822,Cookie,1,1.0,1.0,Cartao de Credito,,2023-04-23
TXN_3668051,Bolo,1,3.0,3.0,Nao Sabemos,Nao Sabemos,2023-11-17
TXN_6169633,Salada,4,5.0,20.0,Cartao de Credito,Entrega,2023-12-20
TXN_3884811,Cafe,4,2.0,8.0,Cartao de Credito,,2023-06-10
TXN_7050740,ERRO,1,3.0,3.0,Dinheiro,Entrega,2023-07-12
TXN_1234097,Cookie,4,,4.0,Dinheiro,,2023-12-04
TXN_4518102,Cha,5,1.5,7.5,Cartao de Credito,Loja,2023-02-08
TXN_5939055,Cafe,3,2.0,Nao Sabemos,ERRO,Entrega,2023-10-21
TXN_7809183,ERRO,4,1.0,4.0,Carteira Digital,Entrega,2023-09-08
TXN_6071202,ERRO,1,1.0,1.0,Dinheiro,Loja,2023-06-07
TXN_8158496,Cha,4,1.5,6.0,Dinheiro,,2023-06-19
TXN_2726848,Bolo,5,3.0,ERRO,Cartao de Credito,,2023-09-11
TXN_3666858,Bolo,4,3.0,12.0,Cartao de Credito,Loja,2023-12-27
TXN_5499915,Cookie,2,1.0,2.0,Carteira Digital,Entrega,2023-02-01
TXN_4660753,Suco,,3.0,3.0,Cartao de Credito,Entrega,2023-10-04
TXN_8089522,Sanduiche,4,ERRO,16.0,Dinheiro,Entrega,2023-02-12
TXN_1564754,Salada,3,5.0,15.0,Carteira Digital,Loja,2023-03-14
TXN_1824506,Bolo,1,3.0,3.0,Dinheiro,Loja,2023-03-02
TXN_3229758,Cafe,4,2.0,8.0,Dinheiro,Entrega,Nao Sabemos
TXN_3677592,Sanduiche,2,4.0,8.0,Dinheiro,,2023-05-29
TXN_1002457,Cookie,5,1.0,5.0,Carteira Digital,Entrega,2023-09-29
TXN_8056263,Smoothie,5,4.0,20.0,,Loja,2023-04-20
TXN_4732351,Sanduiche,1,4.0,4.0,Carteira Digital,Loja,2023-04-22
TXN_8049191,Bolo,3,3.0,9.0,Cartao de Credito,ERRO,2023-07-31
TXN_4980036,Bolo,2,3.0,6.0,Dinheiro,Entrega,2023-01-05
TXN_3022839,Cafe,5,2.0,10.0,Carteira Digital,Entrega,2023-08-25
TXN_7701070,Cafe,5,2.0,10.0,Cartao de Credito,Entrega,2023-07-28
TXN_8048037,Sanduiche,2,4.0,8.0,Carteira Digital,Entrega,2023-03-31
TXN_4619029,Sanduiche,3,4.0,12.0,Cartao de Credito,Loja,
TXN_4444463,Bolo,4,3.0,12.0,ERRO,,2023-05-16
TXN_1887522,Sanduiche,4,4.0,16.0,Dinheiro,Loja,2023-02-20
TXN_6908953,Cha,1,1.5,1.5,,Loja,2023-12-08
TXN_4759769,Sanduiche,1,4.0,4.0,,Loja,2023-08-03
TXN_2254479,Cha,2,1.5,3.0,,Entrega,2023-08-03
TXN_7555408,Salada,2,5.0,10.0,Nao Sabemos,Loja,2023-06-06
TXN_6857943,Bolo,5,3.0,15.0,,Entrega,2023-01-08
TXN_4796350,ERRO,ERRO,4.0,12.0,,Entrega,Nao Sabemos
TXN_9552845,Sanduiche,3,4.0,12.0,Dinheiro,ERRO,2023-02-18
TXN_6769465,Suco,5,3.0,15.0,Carteira Digital,Loja,2023-06-13
TXN_7438831,Cafe,5,ERRO,10.0,ERRO,,2023-12-24
TXN_3871837,Cha,Nao Sabemos,1.5,4.5,Carteira Digital,Entrega,2023-12-15
TXN_3656762,Sanduiche,2,4.0,8.0,,Entrega,2023-07-31
TXN_4980282,Bolo,1,3.0,3.0,Carteira Digital,Loja,2023-10-22
TXN_3580786,Cha,1,ERRO,1.5,Nao Sabemos,Loja,2023-03-28
TXN_4355728,,4,3.0,12.0,Cartao de Credito,,2023-03-06
TXN_2508476,Smoothie,5,4.0,20.0,Dinheiro,ERRO,2023-04-14
TXN_1325631,Bolo,4,Nao Sabemos,12.0,Cartao de Credito,Loja,2023-02-11
TXN_8209125,Cookie,3,1.0,3.0,Cartao de Credito,Entrega,2023-01-30
TXN_1751164,Salada,2,5.0,10.0,Dinheiro,,2023-09-11
TXN_3730415,Bolo,4,3.0,12.0,Cartao de Credito,Entrega,2023-04-09
TXN_4134253,Cha,4,1.5,6.0,Dinheiro,Loja,2023-10-07
TXN_3256497,Cafe,2,2.0,4.0,Dinheiro,Nao Sabemos,2023-08-20
TXN_8763180,Smoothie,1,4.0,,,Entrega,2023-04-16
TXN_3219175,Sanduiche,5,4.0,20.0,,ERRO,2023-02-23
TXN_6234872,Smoothie,1,4.0,ERRO,,ERRO,2023-12-23
TXN_7919440,Cha,4,1.5,6.0,Dinheiro,Nao Sabemos,2023-08-19
TXN_7558641,Cafe,1,2.0,2.0,Carteira Digital,Loja,2023-12-22
TXN_9940220,Suco,2,3.0,6.0,,Entrega,2023-03-05
TXN_8805984,Suco,2,3.0,6.0,Cartao de Credito,Entrega,
TXN_2130483,Cha,4,1.5,6.0,Dinheiro,,2023-11-25
TXN_1972584,Sanduiche,5,4.0,20.0,Carteira Digital,,2023-07-10
TXN_3150792,Cafe,5,2.0,,Dinheiro,,2023-07-02
TXN_2980008,Bolo,3,3.0,9.0,Carteira Digital,,2023-11-17
TXN_5511805,Suco,1,3.0,Nao Sabemos,,Entrega,2023-06-03
TXN_7292548,Cookie,4,1.0,4.0,Carteira Digital,,2023-03-24
TXN_2169664,Smoothie,1,4.0,4.0,Dinheiro,,2023-07-23
TXN_3234877,Cafe,4,2.0,8.0,Dinheiro,Entrega,2023-07-29
TXN_6368719,Bolo,4,3.0,12.0,Cartao de Credito,Entrega,2023-01-03
TXN_8852585,Sanduiche,4,4.0,16.0,Cartao de Credito,Entrega,2023-01-05
TXN_9201010,Salada,1,5.0,5.0,Cartao de Credito,Entrega,2023-03-15
TXN_7817014,Cookie,1,1.0,1.0,Carteira Digital,Entrega,ERRO
TXN_2873990,Sanduiche,2,4.0,8.0,,,2023-03-12
TXN_3088796,Sanduiche,4,4.0,16.0,Cartao de Credito,,2023-08-16
TXN_3414935,Cafe,4,2.0,8.0,,Loja,2023-08-03
TXN_3607652,Salada,4,5.0,20.0,Carteira Digital,Loja,2023-06-05
TXN_8502094,Suco,5,3.0,15.0,Cartao de Credito,Loja,2023-03-21
TXN_9068244,Sanduiche,5,4.0,20.0,Carteira Digital,Entrega,2023-10-19
TXN_2696664,Cookie,5,1.0,5.0,,Loja,2023-01-07
TXN_7661609,ERRO,1,3.0,3.0,,Loja,2023-11-29
TXN_7633490,Cookie,1,1.0,1.0,Dinheiro,Entrega,2023-10-27
TXN_9292230,Cha,4,1.5,6.0,Cartao de Credito,Loja,2023-07-14
TXN_1664665,ERRO,3,3.0,9.0,Cartao de Credito,Loja,2023-05-21
TXN_5081978,Bolo,1,3.0,3.0,,Loja,2023-10-19
TXN_7314409,Smoothie,5,4.0,20.0,Cartao de Credito,,2023-08-06
TXN_4573576,,2,3.0,6.0,Dinheiro,Loja,2023-07-05
TXN_5645919,Cafe,3,ERRO,6.0,Cartao de Credito,,2023-01-17
TXN_8006668,Cha,4,1.5,6.0,Cartao de Credito,Loja,2023-12-22
TXN_8818168,Suco,4,,12.0,Carteira Digital,,2023-07-20
TXN_4369043,Suco,2,3.0,6.0,Dinheiro,,2023-03-25
TXN_3560062,Cookie,1,1.0,1.0,Dinheiro,Loja,2023-03-20
TXN_4769307,Cha,5,1.5,7.5,Carteira Digital,,2023-12-24
TXN_7270652,Sanduiche,1,4.0,4.0,,Entrega,2023-05-14
TXN_4991815,Bolo,5,3.0,15.0,Dinheiro,,2023-11-06
TXN_6360132,Sanduiche,4,4.0,16.0,Dinheiro,Entrega,2023-09-16
TXN_8199829,Bolo,2,3.0,6.0,Cartao de Credito,,2023-07-29
TXN_9166449,ERRO,4,1.0,4.0,,Entrega,2023-07-31
TXN_7864939,Sanduiche,3,4.0,12.0,Carteira Digital,Loja,2023-08-19
TXN_2640701,Salada,3,5.0,15.0,,Entrega,2023-05-07
TXN_3740963,Salada,2,5.0,10.0,Carteira Digital,Entrega,2023-01-22
TXN_8101633,Sanduiche,2,4.0,8.0,,Loja,2023-08-10
TXN_6063966,Suco,2,3.0,6.0,Carteira Digital,Entrega,2023-10-24
TXN_3779640,Cha,1,1.5,1.5,Carteira Digital,Loja,2023-05-16
TXN_8278833,Bolo,3,3.0,9.0,,,2023-02-26
TXN_8778598,Sanduiche,3,4.0,12.0,Dinheiro,,2023-09-02
TXN_7550103,Bolo,5,3.0,15.0,,Entrega,2023-01-19
TXN_3664656,Cookie,5,1.0,5.0,,Entrega,2023-08-13
TXN_7296560,Suco,2,3.0,6.0,,,2023-10-20
TXN_8136881,Salada,3,5.0,15.0,Dinheiro,Loja,2023-08-28
TXN_3981449,Smoothie,2,4.0,8.0,Dinheiro,Loja,2023-06-21
TXN_5427506,Bolo,Nao Sabemos,3.0,9.0,Dinheiro,Entrega,2023-09-15
TXN_2641386,Sanduiche,3,4.0,12.0,Nao Sabemos,Entrega,2023-03-25
TXN_1485417,Cookie,3,1.0,3.0,Dinheiro,Loja,ERRO
TXN_4033802,Cha,3,1.5,4.5,Dinheiro,Entrega,2023-03-02
TXN_7752124,ERRO,3,4.0,12.0,Cartao de Credito,Nao Sabemos,2023-12-09
TXN_9762324,Bolo,2,3.0,6.0,Dinheiro,Loja,ERRO
TXN_1628509,Smoothie,5,4.0,20.0,,Entrega,Nao Sabemos
TXN_8259257,Cha,Nao Sabemos,1.5,3.0,,Loja,2023-12-13
TXN_4183823,Sanduiche,4,4.0,16.0,Cartao de Credito,ERRO,2023-03-28
TXN_2239041,ERRO,4,1.5,6.0,,Loja,2023-10-24
TXN_4696439,Cookie,1,1.0,1.0,Dinheiro,Loja,2023-05-27
TXN_8826983,Smoothie,5,4.0,20.0,Dinheiro,Loja,2023-01-14
TXN_8267034,Suco,2,3.0,6.0,,Entrega,2023-06-20
TXN_1959334,Cafe,3,2.0,6.0,,,2023-06-29
TXN_6842808,Cha,2,1.5,3.0,,Nao Sabemos,2023-10-22
TXN_2947822,Bolo,4,3.0,12.0,Carteira Digital,Loja,2023-10-27
TXN_5531712,,2,1.5,3.0,Dinheiro,Nao Sabemos,2023-01-09
TXN_2148838,Sanduiche,2,4.0,8.0,Cartao de Credito,,2023-08-05
TXN_1330506,Cookie,3,1.0,3.0,Carteira Digital,Nao Sabemos,2023-11-10
TXN_5898743,Suco,4,3.0,ERRO,,Entrega,Nao Sabemos
TXN_8957369,Salada,4,5.0,20.0,Carteira Digital,,2023-10-18
TXN_9340653,Smoothie,1,4.0,4.0,Carteira Digital,,2023-10-19
TXN_2493446,Sanduiche,1,4.0,4.0,Dinheiro,Entrega,2023-05-19
TXN_4538354,Suco,3,3.0,9.0,Dinheiro,Entrega,2023-04-21
TXN_7098730,Bolo,2,3.0,6.0,Carteira Digital,,2023-11-10
TXN_7533411,Cookie,,1.0,1.0,Carteira Digital,Loja,2023-11-09
TXN_2690314,Cha,5,1.5,7.5,Dinheiro,Loja,2023-08-10
TXN_8171171,Cafe,1,2.0,2.0,,Entrega,2023-05-13
TXN_3791639,,4,3.0,12.0,Carteira Digital,,ERRO
TXN_2968827,Salada,5,5.0,25.0,Carteira Digital,Entrega,2023-09-14
TXN_4546375,ERRO,1,5.0,5.0,Cartao de Credito,,2023-02-20
TXN_1387401,Cookie,4,1.0,4.0,Dinheiro,Loja,2023-10-19
TXN_6727029,Cha,2,1.5,3.0,,Entrega,2023-07-07
TXN_3917193,Suco,5,3.0,15.0,Cartao de Credito,Entrega,2023-11-17
TXN_8518516,Sanduiche,4,4.0,16.0,,,2023-08-16
TXN_2062854,Sanduiche,4,4.0,16.0,Carteira Digital,Entrega,2023-12-01
TXN_4075863,Smoothie,3,4.0,ERRO,Dinheiro,Entrega,2023-05-21
TXN_5624860,Cha,3,1.5,4.5,Cartao de Credito,Entrega,2023-08-22
TXN_4621665,Smoothie,5,,20.0,,,2023-01-17
TXN_6669417,Salada,5,5.0,25.0,,Entrega,2023-01-03
TXN_7837381,Sanduiche,5,4.0,20.0,,Entrega,2023-07-17
TXN_1725926,Suco,5,3.0,15.0,Cartao de Credito,,2023-12-23
TXN_3403173,Salada,1,5.0,5.0,,ERRO,2023-06-24
TXN_4186681,ERRO,4,,6.0,Carteira Digital,,2023-05-24
TXN_4152036,ERRO,,3.0,6.0,Dinheiro,,Nao Sabemos
TXN_4059912,ERRO,3,4.0,12.0,,,2023-04-21
TXN_3381656,Bolo,5,3.0,15.0,Dinheiro,Entrega,2023-10-26
TXN_9956154,Bolo,4,3.0,12.0,,Loja,2023-05-11
TXN_7110444,ERRO,4,5.0,20.0,Dinheiro,,2023-12-07
TXN_6250692,Sanduiche,1,4.0,4.0,Nao Sabemos,,2023-09-01
TXN_1183995,Salada,5,5.0,25.0,Carteira Digital,Entrega,2023-03-28
TXN_9452225,Cha,1,1.5,1.5,ERRO,Loja,2023-02-26
TXN_9113574,Cafe,4,2.0,8.0,,Loja,2023-01-04
TXN_5813015,Cookie,5,1.0,5.0,Carteira Digital,Nao Sabemos,2023-10-07
TXN_3213035,Smoothie,4,4.0,16.0,,Loja,2023-05-21
TXN_3789752,Suco,3,ERRO,9.0,Carteira Digital,Entrega,2023-12-16
TXN_7578769,Sanduiche,5,4.0,20.0,Carteira Digital,Entrega,2023-01-30
TXN_3515664,Cafe,2,2.0,4.0,Dinheiro,Entrega,2023-09-25
TXN_6209258,Suco,1,3.0,3.0,Cartao de Credito,,2023-03-06
TXN_8594004,Cookie,4,1.0,4.0,Cartao de Credito,,2023-02-25
TXN_6422433,Sanduiche,5,4.0,20.0,Carteira Digital,Entrega,2023-05-09
TXN_2865033,Cafe,2,2.0,,Dinheiro,,2023-08-03
TXN_5547519,Salada,4,5.0,20.0,,Loja,2023-05-13
TXN_2392263,Salada,5,5.0,25.0,,Entrega,2023-02-08
TXN_3810451,Suco,4,3.0,12.0,,ERRO,ERRO
TXN_4669664,Cookie,1,1.0,1.0,Carteira Digital,Loja,2023-12-21
TXN_9470612,Bolo,3,3.0,9.0,,Entrega,2023-04-30
TXN_7507962,Smoothie,4,Nao Sabemos,16.0,Nao Sabemos,,2023-06-22
TXN_1109715,Bolo,1,ERRO,3.0,Nao Sabemos,Loja,2023-07-15
TXN_8320245,Cha,3,1.5,4.5,,Entrega,2023-04-09
TXN_5904646,Smoothie,1,4.0,4.0,ERRO,ERRO,2023-03-26
TXN_4498526,Smoothie,3,4.0,12.0,Cartao de Credito,,2023-06-20
TXN_2744907,Salada,2,5.0,10.0,Carteira Digital,,Nao Sabemos
TXN_5209585,Cha,2,1.5,3.0,,Entrega,2023-08-12
TXN_2213556,Cafe,1,2.0,2.0,Dinheiro,Loja,2023-05-30
TXN_3826038,Salada,1,5.0,5.0,Dinheiro,Entrega,2023-10-20
TXN_7596587,Cha,3,1.5,4.5,Cartao de Credito,,2023-02-08
TXN_7380277,Sanduiche,4,4.0,16.0,Carteira Digital,Entrega,2023-04-24
TXN_1353479,Smoothie,4,4.0,16.0,Dinheiro,,2023-09-20
TXN_6054137,Suco,3,3.0,9.0,,Loja,2023-05-09
TXN_7609853,Sanduiche,,4.0,4.0,Carteira Digital,Loja,2023-04-22
TXN_9266394,Cookie,2,1.0,2.0,Cartao de Credito,Loja,2023-07-12
TXN_5448157,Nao Sabemos,3,1.0,3.0,Cartao de Credito,ERRO,2023-01-11
TXN_8298311,Cha,2,1.5,3.0,Carteira Digital,Loja,
TXN_6744866,Cha,4,1.5,6.0,,Entrega,Nao Sabemos
TXN_6152588,Cafe,3,2.0,6.0,Dinheiro,Entrega,2023-11-21
TXN_6569656,Nao Sabemos,5,1.0,5.0,Dinheiro,,2023-02-28
TXN_2156206,Smoothie,2,4.0,8.0,,,2023-02-04
TXN_3142258,Salada,4,5.0,ERRO,,Entrega,2023-11-03
TXN_5739806,Smoothie,3,4.0,12.0,Cartao de Credito,Loja,2023-09-18
TXN_9228978,Cafe,5,2.0,10.0,Carteira Digital,Loja,2023-02-09
TXN_5897205,Cookie,1,1.0,1.0,,Loja,2023-06-10
TXN_1556652,Bolo,5,3.0,15.0,Carteira Digital,ERRO,2023-04-06
TXN_8608765,Salada,4,5.0,20.0,Cartao de Credito,,2023-09-02
TXN_8764825,Smoothie,3,4.0,12.0,Dinheiro,,
TXN_7353972,Nao Sabemos,4,3.0,12.0,Dinheiro,Loja,2023-02-02
TXN_1124753,Salada,4,5.0,20.0,Carteira Digital,Loja,2023-10-19
TXN_9410981,Cookie,2,1.0,2.0,,Entrega,2023-02-07
TXN_9349962,,4,4.0,16.0,,Loja,Nao Sabemos
TXN_7611120,Suco,2,3.0,6.0,Dinheiro,Entrega,2023-03-30
TXN_2106959,Sanduiche,5,4.0,20.0,Carteira Digital,Nao Sabemos,2023-09-05
TXN_2237115,Cafe,1,2.0,2.0,,Entrega,2023-01-13
TXN_6836137,Bolo,4,3.0,12.0,,Loja,2023-08-30
TXN_6316959,Cha,2,1.5,3.0,Dinheiro,Loja,2023-11-10
TXN_2265984,Cookie,5,1.0,5.0,Cartao de Credito,Entrega,2023-10-18
TXN_6352917,Salada,5,5.0,Nao Sabemos,Dinheiro,Nao Sabemos,2023-05-05
TXN_9564123,Bolo,4,3.0,12.0,Cartao de Credito,,2023-03-23
TXN_3946544,Bolo,5,3.0,15.0,Cartao de Credito,,
TXN_1123138,Salada,1,5.0,5.0,Dinheiro,Loja,2023-02-10
TXN_9212503,Salada,2,5.0,10.0,Carteira Digital,Entrega,2023-10-08
TXN_1921262,Sanduiche,,4.0,8.0,ERRO,ERRO,2023-11-24
TXN_1259824,Cookie,,1.0,5.0,Carteira Digital,Entrega,2023-04-29
TXN_6868049,Suco,5,3.0,15.0,Carteira Digital,,Nao Sabemos
TXN_2806243,Salada,4,5.0,20.0,Carteira Digital,Entrega,2023-01-14
TXN_9759896,Cha,4,1.5,6.0,,Nao Sabemos,2023-12-02
TXN_7560807,Salada,2,5.0,10.0,Cartao de Credito,,2023-04-16
TXN_3286932,Cookie,1,1.0,1.0,Carteira Digital,Entrega,2023-07-11
TXN_3481470,Salada,4,5.0,20.0,Cartao de Credito,Loja,2023-12-24
TXN_9907327,Salada,ERRO,5.0,10.0,Cartao de Credito,ERRO,2023-10-07
TXN_3469469,Cookie,1,1.0,1.0,Carteira Digital,Loja,2023-10-25
TXN_2681833,Nao Sabemos,3,1.0,3.0,Carteira Digital,Loja,2023-10-05
TXN_3179966,Cha,2,1.5,3.0,Carteira Digital,,2023-05-27
TXN_9289174,Bolo,ERRO,,12.0,Carteira Digital,Loja,2023-12-30
TXN_3629351,Bolo,1,3.0,3.0,Carteira Digital,,2023-07-21
TXN_3142836,Bolo,2,3.0,6.0,Dinheiro,,2023-11-01
TXN_4998786,Bolo,5,3.0,15.0,Cartao de Credito,Entrega,2023-10-25
TXN_7228816,Salada,1,ERRO,5.0,,Loja,2023-04-21
TXN_6904590,Cafe,4,2.0,8.0,Cartao de Credito,,2023-02-19
TXN_2126408,Cookie,3,1.0,3.0,Dinheiro,Entrega,2023-10-19
TXN_8664315,Salada,2,5.0,10.0,Dinheiro,,2023-08-14
TXN_8958593,Suco,5,3.0,15.0,Carteira Digital,Loja,2023-07-08
TXN_2383598,Sanduiche,2,4.0,8.0,Carteira Digital,Loja,2023-09-19
TXN_2211685,Smoothie,1,4.0,4.0,Cartao de Credito,Loja,2023-06-06
TXN_1503602,Cha,5,1.5,7.5,Carteira Digital,,2023-12-16
TXN_2962976,Suco,Nao Sabemos,3.0,ERRO,,,2023-03-17
TXN_8716752,Suco,1,3.0,3.0,,Loja,2023-12-05
TXN_4266787,Suco,4,,12.0,Cartao de Credito,Entrega,2023-01-12
TXN_5933480,Sanduiche,3,4.0,12.0,Carteira Digital,Loja,2023-09-04
TXN_8255965,Suco,,3.0,6.0,,Loja,2023-11-16
TXN_4364091,Smoothie,1,4.0,4.0,ERRO,Entrega,2023-04-14
TXN_9203920,,4,3.0,12.0,,Entrega,2023-11-01
TXN_8964812,Salada,4,,20.0,Carteira Digital,,2023-10-14
TXN_6721531,Cha,4,1.5,6.0,,Loja,2023-03-06
TXN_5447508,Sanduiche,3,4.0,12.0,Carteira Digital,Entrega,2023-06-28
TXN_5686113,Sanduiche,5,4.0,20.0,Carteira Digital,Loja,2023-09-09
TXN_9239779,Salada,1,5.0,5.0,Dinheiro,Nao Sabemos,2023-01-09
TXN_9265319,Salada,3,5.0,15.0,Dinheiro,,2023-11-15
TXN_9265313,Bolo,3,3.0,9.0,,Loja,2023-10-01
TXN_3397609,Smoothie,2,4.0,8.0,Carteira Digital,Loja,2023-07-22
TXN_9347203,Sanduiche,5,4.0,20.0,Dinheiro,Loja,2023-04-15
TXN_2132186,Salada,1,5.0,5.0,Cartao de Credito,,2023-02-01
TXN_3383926,Bolo,3,3.0,9.0,Dinheiro,Entrega,2023-07-08
TXN_6905718,Salada,5,5.0,25.0,Cartao de Credito,Loja,2023-02-20
TXN_3130548,Cookie,4,1.0,4.0,,Entrega,2023-08-21
TXN_9356512,Salada,,5.0,15.0,Cartao de Credito,,2023-06-06
TXN_7993951,Cha,2,1.5,3.0,Carteira Digital,Entrega,2023-12-14
TXN_6362093,,3,2.0,6.0,,,2023-03-19
TXN_4876440,Cookie,3,1.0,3.0,,Entrega,2023-07-01
TXN_9323513,Bolo,3,3.0,9.0,,Entrega,2023-05-04
TXN_9097641,Bolo,4,3.0,12.0,Dinheiro,Entrega,2023-12-16
TXN_1775884,Suco,4,3.0,12.0,Dinheiro,,2023-10-08
TXN_8536115,Bolo,1,3.0,3.0,Cartao de Credito,Entrega,2023-07-11
TXN_8032010,Cha,1,1.5,1.5,Dinheiro,,2023-06-14
TXN_2915281,Cookie,1,1.0,1.0,Carteira Digital,Loja,2023-07-01
TXN_3468006,Smoothie,3,4.0,12.0,Cartao de Credito,Entrega,2023-07-28
TXN_7604541,Suco,4,3.0,12.0,Cartao de Credito,Loja,2023-04-16
TXN_7806146,Bolo,3,ERRO,9.0,Carteira Digital,Loja,2023-01-30
TXN_9238689,Bolo,1,3.0,3.0,Carteira Digital,Loja,2023-03-09
TXN_2601689,Salada,4,5.0,20.0,Carteira Digital,Entrega,2023-01-14
TXN_6428182,Bolo,5,3.0,15.0,Dinheiro,Loja,2023-11-10
TXN_6830557,Cafe,3,2.0,6.0,Carteira Digital,Entrega,2023-11-08
TXN_6371264,Smoothie,5,4.0,20.0,Dinheiro,Entrega,2023-02-27
TXN_4663299,Nao Sabemos,4,4.0,16.0,Carteira Digital,Loja,2023-12-26
TXN_9236713,Cookie,5,1.0,5.0,Dinheiro,Loja,2023-09-13
TXN_1079239,Smoothie,1,,4.0,,Entrega,2023-02-08
TXN_4690833,Bolo,1,3.0,3.0,Dinheiro,Entrega,2023-05-23
TXN_7946489,Suco,1,3.0,3.0,Dinheiro,Entrega,2023-09-11
TXN_8661288,Salada,2,5.0,10.0,Carteira Digital,Entrega,2023-01-27
TXN_7187207,Cafe,5,2.0,10.0,Dinheiro,,2023-02-18
TXN_4679409,ERRO,,2.0,2.0,,Loja,2023-03-25
TXN_2866147,Suco,2,3.0,6.0,Nao Sabemos,Entrega,2023-08-28
TXN_5637677,Nao Sabemos,2,3.0,6.0,Carteira Digital,Entrega,2023-08-24
TXN_7444541,Salada,2,5.0,10.0,Dinheiro,,2023-11-29
TXN_6046604,Cookie,5,1.0,5.0,Cartao de Credito,,2023-06-29
TXN_6111710,Salada,3,5.0,15.0,Cartao de Credito,Loja,2023-06-18
TXN_5476465,Bolo,,3.0,12.0,Dinheiro,Loja,2023-06-23
TXN_1773873,Salada,5,5.0,25.0,Cartao de Credito,Entrega,2023-06-10
TXN_7688650,Cha,2,1.5,3.0,,,2023-10-26
TXN_4570711,Sanduiche,4,4.0,16.0,Cartao de Credito,Loja,2023-12-11
TXN_5242469,Cafe,4,2.0,8.0,Cartao de Credito,Entrega,2023-04-01
TXN_2977414,Bolo,4,3.0,ERRO,Nao Sabemos,,2023-06-09
